Hybridization REF	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3923-01B-10R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-3924-01B-03R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5633-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13	TCGA-B2-5635-01B-04R-A27D-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-541	1	0.299679	N	1	0.109334	N	2	0.355439	N	4	0.415974	N
hsa-mir-542	302	90.502945	N	2931	320.458889	N	475	84.416666	N	1941	201.851375	N
hsa-mir-543	2	0.599357	N	3	0.328003	N	1	0.177719	N	2	0.207987	N
hsa-mir-544	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-544b	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-545	0	0.000000	N	1	0.109334	N	5	0.888596	N	1	0.103993	N
hsa-mir-548a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548a-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548aa-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548aa-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548b	0	0.000000	N	34	3.717367	N	17	3.021228	N	14	1.455909	N
hsa-mir-548c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548d-1	0	0.000000	N	1	0.109334	N	1	0.177719	N	1	0.103993	N
hsa-mir-548d-2	0	0.000000	N	1	0.109334	N	2	0.355439	N	0	0.000000	N
hsa-mir-548e	0	0.000000	N	3	0.328003	N	2	0.355439	N	1	0.103993	N
hsa-mir-548f-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-5	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548g	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548j	0	0.000000	N	3	0.328003	N	0	0.000000	N	5	0.519967	N
hsa-mir-548k	0	0.000000	N	2	0.218669	N	3	0.533158	N	0	0.000000	N
hsa-mir-548l	0	0.000000	N	1	0.109334	N	1	0.177719	N	0	0.000000	N
hsa-mir-548m	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548n	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548o	1	0.299679	N	10	1.093343	N	8	1.421754	N	4	0.415974	N
hsa-mir-548p	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548q	0	0.000000	N	7	0.765340	N	6	1.066316	N	5	0.519967	N
hsa-mir-548s	0	0.000000	N	1	0.109334	N	1	0.177719	N	1	0.103993	N
hsa-mir-548t	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-548u	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548v	6	1.798072	N	4	0.437337	N	2	0.355439	N	5	0.519967	N
hsa-mir-548w	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548x	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548y	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548z	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-549	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-550a-1	3	0.899036	N	51	5.576050	N	83	14.750702	N	28	2.911818	N
hsa-mir-550a-2	4	1.198714	N	25	2.733358	N	40	7.108772	N	16	1.663896	N
hsa-mir-550b-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-550b-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-551a	3	0.899036	N	7	0.765340	N	7	1.244035	N	2	0.207987	N
hsa-mir-551b	5	1.498393	N	20	2.186686	N	27	4.798421	N	38	3.951753	N
hsa-mir-552	0	0.000000	N	5	0.546672	N	0	0.000000	N	11	1.143928	N
hsa-mir-553	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-554	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-555	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-556	1	0.299679	N	5	0.546672	N	0	0.000000	N	0	0.000000	N
hsa-mir-557	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-558	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-559	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-561	3	0.899036	N	4	0.437337	N	1	0.177719	N	7	0.727954	N
hsa-mir-562	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-563	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-564	0	0.000000	N	3	0.328003	N	0	0.000000	N	0	0.000000	N
hsa-mir-566	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-567	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-568	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-569	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-570	1	0.299679	N	11	1.202678	N	4	0.710877	N	3	0.311980	N
hsa-mir-571	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-572	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-573	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-574	250	74.919656	N	1740	190.241715	N	1642	291.815084	N	2114	219.842250	N
hsa-mir-575	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-576	1	0.299679	N	41	4.482707	N	40	7.108772	N	18	1.871883	N
hsa-mir-577	25	7.491966	N	19	2.077352	N	21	3.732105	N	13	1.351915	N
hsa-mir-578	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-579	0	0.000000	N	11	1.202678	N	4	0.710877	N	3	0.311980	N
hsa-mir-580	0	0.000000	N	3	0.328003	N	0	0.000000	N	2	0.207987	N
hsa-mir-581	0	0.000000	N	2	0.218669	N	5	0.888596	N	2	0.207987	N
hsa-mir-582	3535	1059.363938	N	1386	151.537366	N	878	156.037542	N	1272	132.279727	N
hsa-mir-583	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-584	169	50.645688	N	573	62.648565	N	687	122.093157	N	459	47.733015	N
hsa-mir-585	0	0.000000	N	9	0.984009	N	3	0.533158	N	6	0.623961	N
hsa-mir-586	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-587	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.207987	N
hsa-mir-588	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-589	312	93.499731	N	1882	205.767189	N	663	117.827893	N	770	80.074992	N
hsa-mir-590	29	8.690680	N	209	22.850873	N	120	21.326316	N	116	12.063246	N
hsa-mir-591	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-592	6	1.798072	N	117	12.792115	N	86	15.283859	N	74	7.695519	N
hsa-mir-593	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-595	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-596	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-597	0	0.000000	N	2	0.218669	N	4	0.710877	N	1	0.103993	N
hsa-mir-598	115	34.463042	N	133	14.541464	N	405	71.976315	N	485	50.436845	N
hsa-mir-599	3	0.899036	N	1	0.109334	N	0	0.000000	N	2	0.207987	N
hsa-mir-600	0	0.000000	N	0	0.000000	N	1	0.177719	N	2	0.207987	N
hsa-mir-601	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-602	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-603	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-604	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-605	2	0.599357	N	7	0.765340	N	6	1.066316	N	5	0.519967	N
hsa-mir-606	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-607	0	0.000000	N	1	0.109334	N	4	0.710877	N	1	0.103993	N
hsa-mir-608	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-609	0	0.000000	N	0	0.000000	N	1	0.177719	N	0	0.000000	N
hsa-mir-610	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-611	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-612	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-613	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-614	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-615	30	8.990359	N	302	33.018964	N	280	49.761403	N	220	22.878569	N
hsa-mir-616	1	0.299679	N	15	1.640015	N	8	1.421754	N	10	1.039935	N
hsa-mir-617	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-618	8	2.397429	N	9	0.984009	N	4	0.710877	N	50	5.199675	N
hsa-mir-619	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-620	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-621	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-622	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.103993	N
hsa-mir-623	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-624	5	1.498393	N	41	4.482707	N	73	12.973509	N	36	3.743766	N
hsa-mir-625	148	44.352436	N	1526	166.844171	N	448	79.618245	N	864	89.850380	N
hsa-mir-626	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-627	4	1.198714	N	18	1.968018	N	7	1.244035	N	18	1.871883	N
hsa-mir-628	8	2.397429	N	71	7.762737	N	51	9.063684	N	47	4.887694	N
hsa-mir-629	236	70.724155	N	1757	192.100399	N	407	72.331754	N	832	86.522589	N
hsa-mir-630	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-631	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-632	1	0.299679	N	8	0.874675	N	2	0.355439	N	4	0.415974	N
hsa-mir-633	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-634	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-635	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-636	0	0.000000	N	2	0.218669	N	8	1.421754	N	2	0.207987	N
hsa-mir-637	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-638	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-639	1	0.299679	N	6	0.656006	N	3	0.533158	N	6	0.623961	N
hsa-mir-640	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-641	0	0.000000	N	3	0.328003	N	3	0.533158	N	4	0.415974	N
hsa-mir-642a	4	1.198714	N	23	2.514689	N	64	11.374035	Y	40	4.159740	N
hsa-mir-642b	0	0.000000	N	0	0.000000	N	1	0.177719	Y	0	0.000000	N
hsa-mir-643	0	0.000000	N	5	0.546672	N	0	0.000000	N	1	0.103993	N
hsa-mir-644	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-645	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-646	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-647	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-648	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-649	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-650	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-651	15	4.495179	N	12	1.312012	N	15	2.665789	N	9	0.935941	N
hsa-mir-652	59	17.681039	N	326	35.642988	N	370	65.756140	N	203	21.110680	N
hsa-mir-653	17	5.094537	N	2919	319.146877	N	1139	202.422278	N	144	14.975063	N
hsa-mir-654	27	8.091323	N	67	7.325399	N	100	17.771930	N	174	18.094868	N
hsa-mir-655	2	0.599357	N	1	0.109334	N	0	0.000000	N	8	0.831948	N
hsa-mir-656	0	0.000000	N	1	0.109334	N	1	0.177719	N	2	0.207987	N
hsa-mir-657	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-658	0	0.000000	N	7	0.765340	N	1	0.177719	N	6	0.623961	N
hsa-mir-659	1	0.299679	N	20	2.186686	N	5	0.888596	N	11	1.143928	N
hsa-mir-660	367	109.982055	N	1245	136.121227	N	591	105.032104	N	1399	145.486901	N
hsa-mir-661	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-662	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-663	1	0.299679	N	11	1.202678	N	4	0.710877	N	10	1.039935	N
hsa-mir-663b	0	0.000000	N	3	0.328003	N	0	0.000000	N	0	0.000000	N
hsa-mir-664	172	51.544723	N	744	81.344733	N	588	104.498946	N	1124	116.888689	N
hsa-mir-665	0	0.000000	N	3	0.328003	N	0	0.000000	N	0	0.000000	N
hsa-mir-668	0	0.000000	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-670	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-671	29	8.690680	N	47	5.138713	N	46	8.175088	N	47	4.887694	N
hsa-mir-675	43	12.886181	N	62	6.778728	N	39	6.931053	N	47	4.887694	N
hsa-mir-676	14	4.195501	N	29	3.170695	N	23	4.087544	N	17	1.767889	N
hsa-mir-7-1	20	5.993572	N	124	13.557456	N	52	9.241403	N	225	23.398537	N
hsa-mir-7-2	0	0.000000	N	1	0.109334	N	4	0.710877	N	1	0.103993	N
hsa-mir-7-3	1	0.299679	N	0	0.000000	N	1	0.177719	N	1	0.103993	N
hsa-mir-708	103	30.866898	N	2297	251.140931	N	664	118.005613	N	781	81.218920	N
hsa-mir-711	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-718	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-720	1	0.299679	N	1	0.109334	N	1	0.177719	N	0	0.000000	N
hsa-mir-744	64	19.179432	N	459	50.184452	N	502	89.215087	N	512	53.244670	N
hsa-mir-758	17	5.094537	N	30	3.280030	N	34	6.042456	N	57	5.927629	N
hsa-mir-759	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-760	6	1.798072	N	24	2.624024	N	14	2.488070	N	12	1.247922	N
hsa-mir-761	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-762	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-764	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-765	0	0.000000	N	0	0.000000	N	2	0.355439	N	2	0.207987	N
hsa-mir-766	52	15.583288	N	143	15.634808	N	150	26.657894	N	167	17.366914	N
hsa-mir-767	0	0.000000	N	1	0.109334	N	0	0.000000	N	2	0.207987	N
hsa-mir-769	101	30.267541	N	330	36.080325	N	175	31.100877	N	246	25.582400	N
hsa-mir-770	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-802	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-873	0	0.000000	N	2	0.218669	N	0	0.000000	N	3	0.311980	N
hsa-mir-874	1812	543.017668	N	745	81.454068	N	1295	230.146489	N	621	64.579961	N
hsa-mir-875	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-876	0	0.000000	N	1	0.109334	N	1	0.177719	N	0	0.000000	N
hsa-mir-877	2	0.599357	N	19	2.077352	N	36	6.397895	N	27	2.807824	N
hsa-mir-885	98	29.368505	N	1158	126.609142	N	144	25.591579	N	363	37.749639	N
hsa-mir-887	20	5.993572	N	121	13.229453	N	144	25.591579	N	231	24.022498	N
hsa-mir-888	295	88.405194	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-889	11	3.296465	N	11	1.202678	N	16	2.843509	N	41	4.263733	N
hsa-mir-890	67	20.078468	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-891a	19454	5829.947964	N	73	7.981405	N	91	16.172456	N	3	0.311980	N
hsa-mir-891b	90	26.971076	N	1	0.109334	N	1	0.177719	N	0	0.000000	N
hsa-mir-892a	467	139.949918	N	0	0.000000	N	2	0.355439	N	0	0.000000	N
hsa-mir-892b	102	30.567220	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-9-1	109	32.664970	N	464	50.731124	N	233	41.408596	N	473	49.188924	N
hsa-mir-9-2	117	35.062399	N	442	48.325769	N	237	42.119473	N	423	43.989249	N
hsa-mir-9-3	0	0.000000	N	2	0.218669	N	0	0.000000	N	0	0.000000	N
hsa-mir-920	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-921	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-922	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-924	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-92a-1	1106	331.444559	N	3095	338.389718	N	3165	562.481573	N	2552	265.391401	N
hsa-mir-92a-2	50020	14989.924805	N	104647	11441.508490	N	104961	18653.595057	N	81892	8516.235361	N
hsa-mir-92b	258	77.317085	N	1514	165.532159	N	1579	280.618769	N	1683	175.021053	N
hsa-mir-93	8915	2671.634939	N	58775	6426.124605	N	64305	11428.239347	N	56975	5925.029425	N
hsa-mir-933	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-934	0	0.000000	N	0	0.000000	N	0	0.000000	N	4	0.415974	N
hsa-mir-935	1	0.299679	N	26	2.842692	N	27	4.798421	N	23	2.391850	N
hsa-mir-936	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-937	2	0.599357	N	9	0.984009	N	2	0.355439	N	6	0.623961	N
hsa-mir-938	0	0.000000	N	1	0.109334	N	0	0.000000	N	0	0.000000	N
hsa-mir-939	1	0.299679	N	3	0.328003	N	6	1.066316	N	1	0.103993	N
hsa-mir-940	7	2.097750	N	31	3.389364	N	46	8.175088	N	27	2.807824	N
hsa-mir-941-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-941-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-941-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-942	13	3.895822	N	61	6.669393	N	79	14.039824	N	34	3.535779	N
hsa-mir-943	0	0.000000	N	0	0.000000	N	1	0.177719	N	1	0.103993	N
hsa-mir-944	1	0.299679	N	2	0.218669	N	0	0.000000	N	3	0.311980	N
hsa-mir-95	8	2.397429	N	74	8.090740	N	44	7.819649	N	75	7.799512	N
hsa-mir-96	207	62.033475	N	10	1.093343	N	83	14.750702	N	45	4.679707	N
hsa-mir-98	92	27.570433	N	511	55.869837	N	324	57.581052	N	422	43.885255	N
hsa-mir-99a	3081	923.309843	Y	12621	1379.908441	N	10206	1813.803138	N	12940	1345.675836	N
hsa-mir-99b	93424	27997.175829	N	218351	23873.257908	N	240783	42791.785317	N	253373	26349.144019	N
